url,availability
https://www.ozon.ru/product/vareniki-s-tvorogom-so-smetanoy-200-g-creative-kitchen-2086645383/,1
https://www.ozon.ru/product/sushi-sendvich-s-kuritsey-teriyaki-150-g-yumi-2040751785/,1
https://www.ozon.ru/product/risovaya-kasha-na-kokosovom-moloke-220-g-creative-kitchen-2086645518/,1
https://www.ozon.ru/product/kasha-kukuruznaya-s-halvoy-i-klubnikoy-250-g-azbuka-vkusa-1998034097/,1
https://www.ozon.ru/product/kotlety-kurinye-na-paru-150-g-azbuka-vkusa-life-785235795/,1
https://www.ozon.ru/product/roll-simfoniya-s-krabovymi-palochkami-180-g-yumi-2086645371/,1
https://www.ozon.ru/product/roll-s-krevetkoy-tempura-225-g-yumi-2040752388/,1
https://www.ozon.ru/product/kompleksnyy-obed-bitochek-kartofel-zarumyanennyy-salat-olive-hleb-475-g-domashniy-ochag-2086645393/,1
https://www.ozon.ru/product/sup-shchavelevyy-270-g-lavkalavka-1261101732/,1
https://www.ozon.ru/product/shashlyk-kurinyy-s-kartofelem-280-g-domashniy-ochag-2086645404/,1
https://www.ozon.ru/product/boul-zelenyy-salat-s-kinoa-edamame-i-brokkoli-180-g-creative-kitchen-2086645373/,1
https://www.ozon.ru/product/salat-mimoza-250-g-creative-kitchen-2086645391/,1
https://www.ozon.ru/product/relish-burger-190-g-mates-1900128965/,1
https://www.ozon.ru/product/plov-prazdnichnyy-285-g-creative-kitchen-2086645407/,1
https://www.ozon.ru/product/salat-kalmary-s-morkovyu-po-koreyski-200-g-fresh-secret-2086645365/,0
https://www.ozon.ru/product/sendvich-tsezar-na-tostovom-pshenichnom-hlebe-180-g-ozon-fresh-2086645490/,1
https://www.ozon.ru/product/oladi-iz-tykvy-so-smetannym-sousom-135-g-creative-kitchen-2086645505/,1
https://www.ozon.ru/product/sup-rassolnik-s-govyadinoy-270-g-lavkalavka-1261101735/,1
https://www.ozon.ru/product/grechka-po-kupecheski-200-g-cook-chart-2086645349/,1
https://www.ozon.ru/product/spagetti-boloneze-s-govyadinoy-creative-kitchen-220-g-2086645491/,1
